PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,AssignedTo,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,UNID
495435D690CE9EF8852573710069B7DA,First Run Catering,Active,Permitted,Full Service Restaurant,TBAN-83LKX4,Eric S. Myers,995 Research Park Blvd.,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,0F98F0AEE53587A68525779A0055289E,First Run Catering,Full Service Restaurant,Routine,Eric S. Myers,10/9/10 0:00,3,2,1.5,,Smoke Free,0F98F0AEE53587A68525779A0055289E
495435D690CE9EF8852573710069B7DA,First Run Catering,Active,Permitted,Full Service Restaurant,TBAN-83LKX4,Eric S. Myers,995 Research Park Blvd.,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,88D838D0F947475D8525780D007324C1,First Run Catering,Full Service Restaurant,Routine,Eric S. Myers,3/1/11 0:00,1,1,1.2,,Smoke Free,88D838D0F947475D8525780D007324C1
49563A4713CAD69B88256B6C007ECF63,Everyday Gourmet,Active,Permitted,Caterer,EBIE-57R2G3,Archer Campbell,920 9 1/2 Street NE,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,9D975C273CF75893852577ED0074289A,Everyday Gourmet,Caterer,Risk Factor Assessment,Archer Campbell,2/12/10 0:00,4,0,0,,Smoke Free,9D975C273CF75893852577ED0074289A
49ABCD15A525353E88256B6C007EE08A,UVA Child Development Center,Active,Permitted,Child Care Food Service,EBIE-57R2KT,Pamela Burke,1409 North Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,No,Thomas Jefferson,2746A11C561DA8A185257829005BD10E,Kinder Care,Child Care Food Service,Risk Factor Assessment,Pamela Burke,1/31/2011 12:00:00 AM,0,0,0,,Smoke Free,2746A11C561DA8A185257829005BD10E
49D34DB9CA7C3BC488256B6C007F13F4,Walton Middle School,Active,Permitted,Public Middle or High School Food Service,EBIE-57R2VW,Abdugheni Ubul,4217 Red Hill Road,Charlottesville,Albemarle,Virginia,22903,Yes,No,Yes,Thomas Jefferson,0036FE59A18BC7FA852577B600530368,Walton Middle School,Public Middle or High School Food Service,Routine,Roy Crewz,8/10/10 0:00,0,3,0,,Smoke Free,0036FE59A18BC7FA852577B600530368
49D34DB9CA7C3BC488256B6C007F13F4,Walton Middle School,Active,Permitted,Public Middle or High School Food Service,EBIE-57R2VW,Abdugheni Ubul,4217 Red Hill Road,Charlottesville,Albemarle,Virginia,22903,Yes,No,Yes,Thomas Jefferson,54A21DE4C44EFD5E8525781D0051F4EC,Walton Middle School,Public Middle or High School Food Service,Routine,Roy Crewz,1/19/2011 12:00:00 AM,0,3,0,,Smoke Free,54A21DE4C44EFD5E8525781D0051F4EC
4A271E7E409B439588256B6C007F01F3,Subway of Louisa,Active,Permitted,Fast Food Restaurant,EBIE-57R2SG,Abdugheni Ubul,501 East Main Street,Louisa,Louisa,Virginia,23093,Yes,No,No,Thomas Jefferson,F759FACA133DDA8F852577A800614519,Subway of Louisa,Fast Food Restaurant,Routine,Roy Crewz,9/24/2010 12:00:00 AM,2,5,0,,Smoke Free,F759FACA133DDA8F852577A800614519
4A271E7E409B439588256B6C007F01F3,Subway of Louisa,Active,Permitted,Fast Food Restaurant,EBIE-57R2SG,Abdugheni Ubul,501 East Main Street,Louisa,Louisa,Virginia,23093,Yes,No,No,Thomas Jefferson,7058A21E17DD658D8525783B00662E14,Subway of Louisa,Fast Food Restaurant,Routine,Roy Crewz,2/18/2011 12:00:00 AM,1,2,0,,Smoke Free,7058A21E17DD658D8525783B00662E14
4A88B0CC83DB78E085257177005233DA,"Peachtree Baseball League of Albemarle, Inc.",Active,Permitted,Other Food Service,SWHN-7QMP9R,Pamela Burke,1075 Claudius Crozet Park,Crozet,Albemarle,VA,22932,Yes,No,No,Thomas Jefferson,20C6D26A081348CC8525788400440ACB,"Peachtree Baseball League of Albemarle, Inc.",Other Food Service,Routine,Pamela Burke,4/29/2011 12:00:00 AM,0,1,0,,Smoke Free,20C6D26A081348CC8525788400440ACB
4ACED0702F365BC385257790006B757A,Whole Foods Market,Active,Permitted,Full Service Restaurant,TBAN-88UQYK,Eric Stutz,1797 Hydraulic Road,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,C8D23C3637CAD9AD852578C5006A5235,Whole Foods Market,Full Service Restaurant,Routine,Archer Campbell,6/7/11 0:00,2,3,0,,Smoke Free,C8D23C3637CAD9AD852578C5006A5235
4ACED0702F365BC385257790006B757A,Whole Foods Market,Active,Permitted,Full Service Restaurant,TBAN-88UQYK,Eric Stutz,1797 Hydraulic Road,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,EA3F8677E2022E0A852578800073E348,Whole Foods Market,Full Service Restaurant,Other,Archer Campbell,4/28/2011 12:00:00 AM,1,1,1.5,,Smoke Free,EA3F8677E2022E0A852578800073E348
4ACED0702F365BC385257790006B757A,Whole Foods Market,Active,Permitted,Full Service Restaurant,TBAN-88UQYK,Eric Stutz,1797 Hydraulic Road,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,1541252650BF6803852578A3006C4D65,Whole Foods Market,Full Service Restaurant,Routine,Archer Campbell,2/6/11 0:00,1,2,1.3,,Smoke Free,1541252650BF6803852578A3006C4D65
4ACED0702F365BC385257790006B757A,Whole Foods Mobile Food Truck,Active,Permitted,Mobile Food Unit,TBAN-8E6SBU,Eric Stutz,1797 Hydraulic Road,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,693E943F87D33C66852578A900534F66,Whole Foods Mobile Food Truck,Mobile Food Unit,Pre-Opening,Archer Campbell,3/29/2011 12:00:00 AM,0,0,1,,Smoke Free,693E943F87D33C66852578A900534F66
4ACED0702F365BC385257790006B757A,Whole Foods Market,Active,Permitted,Full Service Restaurant,TBAN-88UQYK,Eric Stutz,1797 Hydraulic Road,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,2E9F8235B09930DE852578E700586779,Whole Foods Market,Full Service Restaurant,Follow-up,Archer Campbell,9/8/11 0:00,1,1,2,,Outdoor smoking area,2E9F8235B09930DE852578E700586779
4B0628FD656AE4C088256B6C007ED473,Lee's Grill,Active,Permitted,Full Service Restaurant,DCHL-6KASCE,Archer Campbell,1395 West Main Street,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,ABC9902F74DD21948525784C0069EE63,Lee's Grill,Full Service Restaurant,Routine,Archer Campbell,7/3/11 0:00,3,5,0,,Smoke Free,ABC9902F74DD21948525784C0069EE63
4B1BA9227299EEC1852573D1005D109C,Brookville Restaurant,Active,Permitted,Full Service Restaurant,SWAS-86XJAG,Reed Cranford,225 West Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,6F85398F6A9C5878852577DF00672D3F,Brookville Restaurant,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,11/18/2010 12:00:00 AM,2,0,0,,Smoke Free,6F85398F6A9C5878852577DF00672D3F
4B1BA9227299EEC1852573D1005D109C,Brookville Restaurant,Active,Permitted,Full Service Restaurant,SWAS-86XJAG,Reed Cranford,225 West Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,82DF872492C1649B8525784000714B80,Brookville Restaurant,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,2/23/2011 12:00:00 AM,1,1,0,,Smoke Free,82DF872492C1649B8525784000714B80
4B1BA9227299EEC1852573D1005D109C,Brookville Restaurant,Active,Permitted,Full Service Restaurant,SWAS-86XJAG,Reed Cranford,225 West Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,C26771DF0018D96E852578B8006A97FF,Brookville Restaurant,Full Service Restaurant,Routine,Reed Cranford,6/23/2011 12:00:00 AM,2,1,0,,Smoke Free,C26771DF0018D96E852578B8006A97FF
4BF22EF33AB6049185256DB0006E60C4,Marco and Luca Noodle Store-York Place,Active,Permitted,Full Service Restaurant,MMIR-5RURLY,Reed Cranford,112 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,No,Thomas Jefferson,17568688E6E67133852577CF005380DD,Marco and Luca Noodle Store-York Place,Full Service Restaurant,Routine,Reed Cranford,2/11/10 0:00,3,6,0,,Outdoor smoking area,17568688E6E67133852577CF005380DD
4BF22EF33AB6049185256DB0006E60C4,Marco and Luca Noodle Store-York Place,Active,Permitted,Full Service Restaurant,MMIR-5RURLY,Reed Cranford,112 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,No,Thomas Jefferson,3720AE4BC6843E0B852578850054538C,Marco and Luca Noodle Store-York Place,Full Service Restaurant,Routine,Reed Cranford,3/5/11 0:00,0,3,0,,Outdoor smoking area,3720AE4BC6843E0B852578850054538C
4BF22EF33AB6049185256DB0006E60C4,Marco and Luca Noodle Store-York Place,Active,Permitted,Full Service Restaurant,MMIR-5RURLY,Reed Cranford,112 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,No,Thomas Jefferson,E3FD354E3C2F4BDB852577DC00574EB4,Marco and Luca Noodle Store-York Place,Full Service Restaurant,Follow-up,Reed Cranford,11/15/2010 12:00:00 AM,1,0,1,,Smoke Free,E3FD354E3C2F4BDB852577DC00574EB4
4BF22EF33AB6049185256DB0006E60C4,Marco and Luca Noodle Store-York Place,Active,Permitted,Full Service Restaurant,MMIR-5RURLY,Reed Cranford,112 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,No,Thomas Jefferson,97B45BB687799B65852577F30056EABB,Marco and Luca Noodle Store-York Place,Full Service Restaurant,Routine,Reed Cranford,8/12/10 0:00,0,1,0.5,,Smoke Free,97B45BB687799B65852577F30056EABB
4CFB6961451DC8BD88256B6C007F178F,Willie's Auction House,Active,Permitted,Fast Food Restaurant,EBIE-57R2WK,Pamela Burke,10157 Seminole Trail,Ruckersville,Greene,Virginia,22968,Yes,No,No,Thomas Jefferson,4045593ABB515C518525786800459584,Willie's Auction House,Fast Food Restaurant,Routine,Pamela Burke,2/4/11 0:00,0,0,0,,Smoke Free,4045593ABB515C518525786800459584
4D511DEDBF6D9EFA88256B6C007F073E,L'etoile,Active,Permitted,Full Service Restaurant,EBIE-57R2TH,Pamela Burke,817 West Main Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,EC076F13589720F28525782B00562BAB,L'etoile,Full Service Restaurant,Critical Procedures,Eric Stutz,2/2/11 0:00,0,0,0.8,,Smoke Free,EC076F13589720F28525782B00562BAB
4DB44DA6CB8D0C038525727400673551,Los Tres Potrillos,Active,Permitted,Full Service Restaurant,SWAS-7B5S5J,Abdugheni Ubul,406 East Main Street,Louisa,Louisa,VA,23093,Yes,Yes,Yes,Thomas Jefferson,4BB6BDC3A1160A41852577F3006E36B6,Los Tres Potrillos,Full Service Restaurant,Routine,Roy Crewz,8/12/10 0:00,0,0,0,,Smoke Free,4BB6BDC3A1160A41852577F3006E36B6
4DB44DA6CB8D0C038525727400673551,Los Tres Potrillos,Active,Permitted,Full Service Restaurant,SWAS-7B5S5J,Abdugheni Ubul,406 East Main Street,Louisa,Louisa,VA,23093,Yes,Yes,Yes,Thomas Jefferson,0134EE6F097B873D852578BD00554FFB,Los Tres Potrillos,Full Service Restaurant,Routine,Archer Campbell,6/28/2011 12:00:00 AM,3,4,0,,Smoke Free,0134EE6F097B873D852578BD00554FFB
4EB6F2B192C4566C88256B6C007EFB54,Cavalier Diner,Active,Permitted,Full Service Restaurant,TBAN-86BLAZ,Eric Stutz,1403 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,09E85E137243FC6D852577A700563F23,Cavalier Diner,Full Service Restaurant,Routine,Eric S. Myers,9/21/2010 12:00:00 AM,4,3,0,,Smoke Free,09E85E137243FC6D852577A700563F23
4EB6F2B192C4566C88256B6C007EFB54,Cavalier Diner,Active,Permitted,Full Service Restaurant,TBAN-86BLAZ,Eric Stutz,1403 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,C2CBC4BAB7ADFC4A8525784600675A25,Cavalier Diner,Full Service Restaurant,Risk Factor Assessment,Eric Stutz,1/3/11 0:00,1,0,0,,Smoke Free,C2CBC4BAB7ADFC4A8525784600675A25
4EB6F2B192C4566C88256B6C007EFB54,Cavalier Diner,Active,Permitted,Full Service Restaurant,TBAN-86BLAZ,Eric Stutz,1403 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,D38AA041CD7447D3852578D20048726D,Cavalier Diner,Full Service Restaurant,Routine,Eric Stutz,7/19/2011 12:00:00 AM,2,4,0,,Smoke Free,D38AA041CD7447D3852578D20048726D
4EE33673951A93BE88256B6C007ED4BC,Greenberrys Coffee & Tea Company,Active,Permitted,Fast Food Restaurant,EBIE-57R2H9,Archer Campbell,1049 Emmet Street North,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,No,Thomas Jefferson,AE9AD4A49594270E8525779D0065C6CD,Greenberrys Coffee & Tea Company,Fast Food Restaurant,Routine,Archer Campbell,9/13/2010 12:00:00 AM,3,1,0,,Outdoor smoking area,AE9AD4A49594270E8525779D0065C6CD
4EF9F879F4AC806D852578680062A5BE,Java Dragon,Active,Permitted,Full Service Restaurant,TBAN-8FLP5B,Kelly Donahoe,923 Preston avenue #F,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,C70DDC1C5259AB6985257895006E944D,Java Dragon,Full Service Restaurant,Pre-Opening,Kelly Donahoe,5/19/2011 12:00:00 AM,0,1,0.8,,Smoke Free,C70DDC1C5259AB6985257895006E944D
4EF9F879F4AC806D852578680062A5BE,Java Dragon,Active,Permitted,Full Service Restaurant,TBAN-8FLP5B,Kelly Donahoe,923 Preston avenue #F,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,1E094331229516CD852578B7006FA05E,Java Dragon,Full Service Restaurant,Routine,Kelly Donahoe,6/22/2011 12:00:00 AM,0,1,0.8,,Smoke Free,1E094331229516CD852578B7006FA05E
4F10966C4631730888256B6C007EC965,Stanardsville Dairy Queen & Amoco,Active,Permitted,Fast Food Restaurant,OGON-5VFSV2,Pamela Burke,8257 Spotswood Trail,Stanardsville,Greene,Virginia,22973,Yes,No,Yes,Thomas Jefferson,D80FCDC84CD4CA128525785E00732C4D,Stanardsville Dairy Queen & Amoco,Fast Food Restaurant,Routine,Pamela Burke,3/25/2011 12:00:00 AM,1,6,0,,Smoke Free,D80FCDC84CD4CA128525785E00732C4D
4F38FD1D0405773F85256E4C005B4205,Eppie's,Active,Permitted,Full Service Restaurant,DCHL-6LCKUP,Reed Cranford,412 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,500896486772DBB5852577FA005C82DA,Eppie's,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,12/15/2010 12:00:00 AM,2,0,0,,Smoke Free,500896486772DBB5852577FA005C82DA
4F38FD1D0405773F85256E4C005B4205,Eppie's,Active,Permitted,Full Service Restaurant,DCHL-6LCKUP,Reed Cranford,412 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,613186B649E9A9A4852578770053283D,Eppie's,Full Service Restaurant,Routine,Reed Cranford,4/19/2011 12:00:00 AM,2,1,0,,Outdoor smoking area,613186B649E9A9A4852578770053283D
4F38FD1D0405773F85256E4C005B4205,Eppie's,Active,Permitted,Full Service Restaurant,DCHL-6LCKUP,Reed Cranford,412 East Main Street,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,E548125931A43F31852578F400695450,Eppie's,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,8/22/2011 12:00:00 AM,0,0,0,,Smoke Free,E548125931A43F31852578F400695450
500C19D5C881EE7E88256B6C007ECACD,"Dogwood Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2F4,Eric Stutz,10 Centre Court,Palmyra,Fluvanna,Virginia,22963,Yes,Yes,Yes,Thomas Jefferson,176810690986EA828525779900529828,"Dogwood Restaurant, The",Full Service Restaurant,Risk Factor Assessment,Eric Stutz,9/9/10 0:00,0,0,0,,Restricted,176810690986EA828525779900529828
500C19D5C881EE7E88256B6C007ECACD,"Dogwood Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2F4,Eric Stutz,10 Centre Court,Palmyra,Fluvanna,Virginia,22963,Yes,Yes,Yes,Thomas Jefferson,F5BF1A2645BB100685257850005D9B49,"Dogwood Restaurant, The",Full Service Restaurant,Routine,Eric Stutz,11/3/11 0:00,2,7,0,,Restricted,F5BF1A2645BB100685257850005D9B49
500C19D5C881EE7E88256B6C007ECACD,"Dogwood Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2F4,Eric Stutz,10 Centre Court,Palmyra,Fluvanna,Virginia,22963,Yes,Yes,Yes,Thomas Jefferson,9BC88E775534B53C85257864006C7DB4,"Dogwood Restaurant, The",Full Service Restaurant,Follow-up,Eric Stutz,3/31/2011 12:00:00 AM,0,4,0.4,,Restricted,9BC88E775534B53C85257864006C7DB4
5086D13FE1DF844688256B6C007EF345,Park Street Head Start,Active,Permitted,Child Care Food Service,EBIE-57R2PJ,Pamela Burke,1025 Park Street,Charlottesville,Charlottesville City,VA,22901,Yes,No,No,Thomas Jefferson,1AE4C228CB23A1B48525784F006410C4,Park Street Head Start,Child Care Food Service,Risk Factor Assessment,Pamela Burke,10/3/11 0:00,1,0,0,,Smoke Free,1AE4C228CB23A1B48525784F006410C4
50AC38F939FF3B9588256B6C007EFB2C,Sam's Club #6365,Active,Permitted,Fast Food Restaurant,MNAR-5V5RX5,Abdugheni Ubul,970 Hilton Heights Road,Charlottesville,Albemarle,Virginia,22901,Yes,No,No,Thomas Jefferson,357159521148A59D852577B200573B43,Sam's Club #6365,Fast Food Restaurant,Routine,Roy Crewz,4/10/10 0:00,1,0,0,,Smoke Free,357159521148A59D852577B200573B43
50AC38F939FF3B9588256B6C007EFB2C,Sam's Club #6365,Active,Permitted,Fast Food Restaurant,MNAR-5V5RX5,Abdugheni Ubul,970 Hilton Heights Road,Charlottesville,Albemarle,Virginia,22901,Yes,No,No,Thomas Jefferson,AF882DB77F23737785257845005A7CB3,Sam's Club #6365,Fast Food Restaurant,Routine,Roy Crewz,2/28/2011 12:00:00 AM,0,2,0,,Smoke Free,AF882DB77F23737785257845005A7CB3
51A59DBC00C355CC8525701900698F66,Meriwethers @ CFA CAFE,Closed,Surrendered,Full Service Restaurant/Caterer,SWAS-7YYS3J,Archer Campbell,560 Ray C. Hunt Drive,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,4530AF7E0533F6FB85257830005A1D5E,Meriwethers @ CFA CAFE,Full Service Restaurant/Caterer,Risk Factor Assessment,Archer Campbell,7/2/11 0:00,1,0,0,,Smoke Free,4530AF7E0533F6FB85257830005A1D5E
51A5E0C95DC2659788256B6C007EFB04,The Boathouse Restaurant,Active,Permitted,Full Service Restaurant,TBAN-7HWRB9,Eric Stutz,101 Seminole Court,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,Yes,Thomas Jefferson,F83D3D3A2971DA7D85257829005AD0CC,The Boathouse Restaurant,Full Service Restaurant,Routine,Eric Stutz,1/31/2011 12:00:00 AM,2,2,0,,Smoke Free,F83D3D3A2971DA7D85257829005AD0CC
51A5E0C95DC2659788256B6C007EFB04,The Boathouse Restaurant,Active,Permitted,Full Service Restaurant,TBAN-7HWRB9,Eric Stutz,101 Seminole Court,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,Yes,Thomas Jefferson,A44BF1A3A736E628852578EA0051BCA0,The Boathouse Restaurant,Full Service Restaurant,Risk Factor Assessment,Eric Stutz,12/8/11 0:00,0,0,0,,Smoke Free,A44BF1A3A736E628852578EA0051BCA0
51A93C3CC27CCA9D88256B6C007EC4D4,Community Attention Home,Active,Permitted,Dept. of Juvenile Justice Food Service,MNAR-5V5LX7,Pamela Burke,414 4th Street NE,Charlottesville,Charlottesville City,Virginia,22902,Yes,No,Yes,Thomas Jefferson,157152FA6FFAA38E8525785400515E12,Community Attention Home,Child Care Food Service,Routine,Pamela Burke,3/15/2011 12:00:00 AM,0,0,0,,Smoke Free,157152FA6FFAA38E8525785400515E12
5246689BEC52DA03852576A20059F856,Bounce - N - Play of Charlottesville,Active,Permitted,Full Service Restaurant,TBAN-7ZEMAN,Eric Stutz,127 Seminole Court,Charlottesville,Albemarle,VA,22901,Yes,No,No,Thomas Jefferson,1BA5BAADA09F86158525779F00531B3D,Bounce - N - Play of Charlottesville,Full Service Restaurant,Routine,Kelly Donahoe,9/15/2010 12:00:00 AM,0,2,1,,Smoke Free,1BA5BAADA09F86158525779F00531B3D
52599826DED68F9F88256B6C007EE065,Little Keswick School,Active,Permitted,Child Care Food Service,EBIE-57R2KS,Kelly Donahoe,500 Little Keswick Lane,Keswick,Albemarle,VA,22947,Yes,No,Yes,Thomas Jefferson,582C9CC8F828481B852577F1006AC665,Little Keswick School,Child Care Food Service,Routine,Kelly Donahoe,6/12/10 0:00,1,0,1,,Smoke Free,582C9CC8F828481B852577F1006AC665
52599826DED68F9F88256B6C007EE065,Little Keswick School,Active,Permitted,Child Care Food Service,EBIE-57R2KS,Kelly Donahoe,500 Little Keswick Lane,Keswick,Albemarle,VA,22947,Yes,No,Yes,Thomas Jefferson,1FEBB68D45FD6CF7852578A20063C637,Little Keswick School,Child Care Food Service,Routine,Kelly Donahoe,1/6/11 0:00,1,0,0.8,,Smoke Free,1FEBB68D45FD6CF7852578A20063C637
53626B5C7C4CE01688256B6C007EFA37,Sal's Pizza,Active,Permitted,Fast Food Restaurant,EBIE-57R2QX,Pamela Burke,5752 Three Notched Road,Crozet,Albemarle,Virginia,22932,Yes,Yes,Yes,Thomas Jefferson,2ACC4D59BC31D042852577A7006913B5,Sal's Pizza,Fast Food Restaurant,Routine,Pamela Burke,9/23/2010 12:00:00 AM,0,4,0,,Smoke Free,2ACC4D59BC31D042852577A7006913B5
53626B5C7C4CE01688256B6C007EFA37,Sal's Pizza,Active,Permitted,Fast Food Restaurant,EBIE-57R2QX,Pamela Burke,5752 Three Notched Road,Crozet,Albemarle,Virginia,22932,Yes,Yes,Yes,Thomas Jefferson,A77B94FCC6906DBD852578720044E75C,Sal's Pizza,Fast Food Restaurant,Risk Factor Assessment,Pamela Burke,4/13/2011 12:00:00 AM,1,0,0,,Smoke Free,A77B94FCC6906DBD852578720044E75C
548457113DDB941788256B6C007EDAF5,Savour Restaurant,Active,Permitted,Full Service Restaurant,TBAN-785PC2,Reed Cranford,1250 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,1D5116B4F19EFF9C852577A50074550C,Savour Restaurant,Full Service Restaurant,Routine,Archer Campbell,9/21/2010 12:00:00 AM,7,2,0,,Smoke Free,1D5116B4F19EFF9C852577A50074550C
548457113DDB941788256B6C007EDAF5,Savour Restaurant,Active,Permitted,Full Service Restaurant,TBAN-785PC2,Reed Cranford,1250 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,D3646EFF5CCEFAEF8525782B0068CF9C,Savour Restaurant,Full Service Restaurant,Risk Factor Assessment,Archer Campbell,2/2/11 0:00,7,0,0,,Smoke Free,D3646EFF5CCEFAEF8525782B0068CF9C
548457113DDB941788256B6C007EDAF5,Savour Restaurant,Active,Permitted,Full Service Restaurant,TBAN-785PC2,Reed Cranford,1250 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,6BE977AC3F191D4485257840005D8895,Savour Restaurant,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,2/23/2011 12:00:00 AM,1,0,0,,Smoke Free,6BE977AC3F191D4485257840005D8895
548457113DDB941788256B6C007EDAF5,Savour Restaurant,Active,Permitted,Full Service Restaurant,TBAN-785PC2,Reed Cranford,1250 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,7FCA360ADBF459A9852578BE0061B533,Savour Restaurant,Full Service Restaurant,Routine,Reed Cranford,6/29/2011 12:00:00 AM,1,1,0,,Smoke Free,7FCA360ADBF459A9852578BE0061B533
548457113DDB941788256B6C007EDAF5,Savour Restaurant,Active,Permitted,Full Service Restaurant,TBAN-785PC2,Reed Cranford,1250 Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,8BCCF9D037E00B9D852577B5007248F4,Savour Restaurant,Full Service Restaurant,Follow-up,Archer Campbell,7/10/10 0:00,4,1,1.3,,Smoke Free,8BCCF9D037E00B9D852577B5007248F4
549FFCA9A2CFDEC98525747B004EAD98,Para Coffee,Active,Permitted,Full Service Restaurant,TBAN-7G7JUD,Reed Cranford,19 Elliewood Avenue,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,5A2CAFA27CA1C4FF8525780D00519129,Para Coffee,Full Service Restaurant,Routine,Reed Cranford,3/1/11 0:00,0,3,0,,Outdoor smoking area,5A2CAFA27CA1C4FF8525780D00519129
